CHEM_ID,BIOCHEMICAL_NAME,TYPE,COMMENTS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,SMILES,COMP_ID_1,COMP_ID_2,LIB_ID_1,LIB_ID_2,LIB_ID_3,LIB_ID_4,LIB_ID_5,LIB_ID_6,LIB_ID_7,HMDB_ID
100000808,cysteine s-sulfate,NAMED,,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",461,N[C@H](C(O)=O)CSS(O)(=O)=O,22176,22176,305,305,305,305,305,305,305,HMDB0000731
100000827,1-palmitoylglycerol (16:0),NAMED,,Lipid,Monoacylglycerol,2851,O=C(CCCCCCCCCCCCCCC)OCC(O)CO,21127,21127,209,209,209,209,209,209,209,HMDB0011564
100000840,tartronate (hydroxymalonate),NAMED,,Xenobiotics,Food Component/Plant,5203,O=C(C(O)C(O)=O)O,20693,20693,209,209,209,209,209,209,209,HMDB0035227
100000841,oxalate (ethanedioate),NAMED,,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4353,O=C(O)C(O)=O,20694,20694,209,209,209,209,209,209,209,HMDB0002329
100000846,erythritol,NAMED,,Xenobiotics,Food Component/Plant,4892,OCC(O)C(CO)O,20699,20699,305,305,305,305,305,305,305,HMDB0002994
100000870,saccharin,NAMED,,Xenobiotics,Food Component/Plant,5038,O=S(C1=CC=CC=C1C2=O)(N2)=O,21151,21151,209,209,209,209,209,209,209,HMDB0029723
100000900,iminodiacetate (IDA),NAMED,,Xenobiotics,Chemical,6161,O=C(O)CNCC(O)=O,21025,21025,400,400,400,400,400,400,400,HMDB0011753
100000924,1-oleoylglycerol (18:1),NAMED,,Lipid,Monoacylglycerol,2855,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,21184,21184,209,209,209,209,209,209,209,HMDB0011567
100000936,3-methyl-2-oxobutyrate,NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",423,OC(C(C(C)C)=O)=O,44526,44526,209,209,209,209,209,209,209,HMDB0000019
100000943,2-oleoylglycerol (18:1),NAMED,,Lipid,Monoacylglycerol,2871,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,21232,21232,209,209,209,209,209,209,209,HMDB0011537
100000961,homoarginine,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,493,N[C@H](C(O)=O)CCCCNC(N)=N,22137,22137,400,400,400,400,400,400,400,HMDB0000670
100000963,homocitrulline,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,494,N[C@H](C(O)=O)CCCCNC(N)=O,22138,22138,400,400,400,400,400,209,209,HMDB0000679
100000966,pyroglutamylglutamine,NAMED,,Peptide,Modified Peptides,1205,O=C1N[C@H](C(N[C@@H](CCC(N)=O)C(O)=O)=O)CC1,22194,22194,209,209,209,209,209,209,209,HMDB39229
100000967,bradykinin,NAMED,,Peptide,Polypeptide,1065,O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O,22154,22154,402,402,402,402,402,402,,HMDB0004246
100000987,2-linoleoylglycerol (18:2),NAMED,,Lipid,Monoacylglycerol,2872,O=C(OC(CO)CO)CCCCCCC/C=C\C/C=C\CCCCC,32506,32506,209,209,209,209,209,209,209,HMDB0011538
100000997,3-hydroxydecanoate,NAMED,,Lipid,"Fatty Acid, Monohydroxy",1982,OC(CC(O)=O)CCCCCCC,22053,22053,209,209,209,209,209,209,209,HMDB0002203
100001002,EDTA,NAMED,,Xenobiotics,Chemical,6152,O=C(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)O,22163,22163,209,209,209,209,209,209,209,HMDB0015109
100001006,N-acetylglycine,NAMED,,Amino Acid,"Glycine, Serine and Threonine Metabolism",2,O=C(O)C(NC(C)=O)[H],27710,27710,400,400,400,400,400,400,400,HMDB0000532
100001007,ribonate,NAMED,,Carbohydrate,Pentose Metabolism,1263,OC([C@H](O)[C@H](O)[C@H](O)CO)=O,27731,27731,305,305,305,305,305,305,305,HMDB0000867
100001022,threonate,NAMED,,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4350,O=C(O)C(O)([H])C([H])(O)CO,27738,27738,305,305,305,305,305,305,305,HMDB0062620;HMDB0000943
100001026,galactonate,NAMED,,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1372,O[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(O)=O,27719,27719,305,305,305,305,305,305,305,HMDB0000565
100001034,indoleacetate,NAMED,,Amino Acid,Tryptophan Metabolism,299,OC(CC1=CNC2=C1C=CC=C2)=O,27513,27513,209,209,209,209,209,209,209,HMDB0000197
100001040,1-linoleoylglycerol (18:2),NAMED,,Lipid,Monoacylglycerol,2856,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,27447,27447,209,209,209,209,209,209,209,HMDB0011568
100001048,2-palmitoylglycerol (16:0),NAMED,,Lipid,Monoacylglycerol,2868,OCC(CO)OC(CCCCCCCCCCCCCCC)=O,33419,33419,209,209,209,209,209,209,,HMDB0011533
100001051,1-methylhistidine,NAMED,,Amino Acid,Histidine Metabolism,71,N[C@H](C(O)=O)CC1=CN(C)C=N1,30460,30460,209,209,209,209,209,209,209,HMDB0000001
100001054,butyrylcarnitine (C4),NAMED,,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1768,CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O,32412,32412,400,400,400,400,400,400,400,HMDB0002013
100001055,isobutyrylcarnitine (C4),NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",426,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,33441,33441,400,400,400,400,400,400,400,HMDB0000736
100001063,7-ketodeoxycholate,NAMED,,Lipid,Secondary Bile Acid Metabolism,3535,[H][C@]1([C@]2(C)[C@](CC1)([H])[C@]3([H])C(C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)=O)[C@H](C)CCC(O)=O,31904,31904,209,209,209,209,209,209,209,HMDB0000391
100001064,glycolithocholate,NAMED,,Lipid,Secondary Bile Acid Metabolism,3497,O[C@@H](C[C@]1(CC[C@]([C@@]([H])2CC3)([H])[C@](CC[C@@]2(C)[C@]3([H])[C@@H](CCC(NCC(O)=O)=O)C)4[H])[H])CC[C@@]14C,31912,31912,209,209,209,209,209,209,209,HMDB0000698
100001065,taurolithocholate,NAMED,,Lipid,Secondary Bile Acid Metabolism,3238,C[C@]1(CC2)[C@](CC[C@@H]1[C@H](C)CCC(NCCS(O)(=O)=O)=O)([H])[C@@](CC3)([H])[C@]2([H])[C@](CC4)(C)[C@]3([H])C[C@@H]4O,31889,,209,,209,209,,,,HMDB0000722
100001073,androsterone sulfate,NAMED,,Lipid,Androgenic Steroids,3349,C[C@]1([C@](CC2)([H])[C@]3([H])CC[C@@]4([H])C[C@H](OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC1)C2=O,31591,31591,209,209,209,209,209,209,209,HMDB0002759
100001083,indolepropionate,NAMED,,Amino Acid,Tryptophan Metabolism,305,OC(CCC1=CNC2=C1C=CC=C2)=O,32405,32405,209,209,209,209,209,209,209,HMDB0002302
100001086,N-(2-furoyl)glycine,NAMED,,Xenobiotics,Food Component/Plant,4964,O=C(NCC(O)=O)C1=CC=CO1,31536,31536,209,209,209,209,209,209,209,HMDB0000439
100001092,trigonelline (N'-methylnicotinate),NAMED,,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4320,C[N+]1=CC(C([O-])=O)=CC=C1,32401,32401,400,400,400,400,400,400,400,HMDB0000875
100001102,dodecanedioate (C12-DC),NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1686,OC(CCCCCCCCCCC(O)=O)=O,32388,32388,209,209,209,209,209,209,209,HMDB0000623
100001104,N-acetyltyrosine,NAMED,,Amino Acid,Tyrosine Metabolism,163,OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1,32390,32390,209,209,209,209,209,209,209,HMDB0000866
100001106,"1,3-dimethylurate",NAMED,,Xenobiotics,Xanthine Metabolism,4593,CN1C(N(C(N2)=C(C1=O)NC2=O)C)=O,32391,32391,209,209,209,209,209,209,209,HMDB0001857
100001108,3-methylxanthine,NAMED,,Xenobiotics,Xanthine Metabolism,4598,O=C1N(C)C2=C(N=CN2)C(N1)=O,32445,32445,209,209,209,209,209,209,209,HMDB0001886
100001112,3-hydroxylaurate,NAMED,,Lipid,"Fatty Acid, Monohydroxy",1985,OC(CC(CCCCCCCCC)O)=O,32457,32457,209,209,209,209,209,209,209,HMDB0000387
100001121,pyridoxate,NAMED,,Cofactors and Vitamins,Vitamin B6 Metabolism,4448,OC1=C(C(O)=O)C(CO)=CN=C1C,31555,31555,209,209,209,209,209,209,209,HMDB0000017
100001126,gamma-glutamylvaline,NAMED,,Peptide,Gamma-glutamyl Amino Acid,647,O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N,43829,43829,400,400,400,400,400,400,400,HMDB0011172
100001132,pyroglutamylvaline,NAMED,,Peptide,Modified Peptides,1218,O=C1CC[C@@H](C(N[C@@H](C(C)C)C(O)=O)=O)N1,32394,32394,209,209,209,209,209,209,209,NA
100001145,3-hydroxysebacate,NAMED,,Lipid,"Fatty Acid, Monohydroxy",1984,OC(CC(O)CCCCCCC(O)=O)=O,31943,31943,209,209,209,209,209,209,209,HMDB0000350
100001148,5-hydroxyhexanoate,NAMED,,Lipid,"Fatty Acid, Monohydroxy",1995,CC(O)CCCC(O)=O,31938,31938,209,209,209,209,209,209,,HMDB0000409;HMDB0000525
100001150,propionylglycine,NAMED,,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1772,O=C(CC)NCC(O)=O,31932,31932,209,305,,209,305,209,305,HMDB0000783
100001151,butyrylglycine,NAMED,,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1769,O=C(CNC(CCC)=O)O,31850,31850,209,,209,209,209,209,,HMDB0000808
100001153,2-hydroxyadipate,NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1667,O=C(O)C(O)CCCC(O)=O,31934,31934,305,305,305,305,305,,,HMDB0000321
100001162,propionylcarnitine (C3),NAMED,,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1771,[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O,32452,32452,400,400,400,400,400,400,400,HMDB0000824
100001167,pro-hydroxy-pro,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,515,OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O,35127,35127,400,400,400,400,400,400,400,HMDB0006695
100001170,3-hydroxy-2-ethylpropionate,NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",405,O=C(O)C(CC)CO,32397,32397,209,209,209,209,209,209,209,HMDB0000396
100001178,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1705,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,31787,31787,209,209,209,209,209,209,209,HMDB0061112
100001181,docosapentaenoate (n3 DPA; 22:5n3),NAMED,,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1562,O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,32504,32504,209,209,209,209,209,209,209,HMDB0006528;HMDB0001976
100001182,docosadienoate (22:2n6),NAMED,,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1577,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O,32415,32415,209,209,209,209,209,209,209,HMDB0061714
100001193,adrenate (22:4n6),NAMED,,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1575,O=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)O,32980,32980,209,209,209,209,209,209,209,HMDB0002226
100001197,10-undecenoate (11:1n1),NAMED,,Lipid,Medium Chain Fatty Acid,1500,O=C(CCCCCCCCC=C)O[H],32497,32497,209,209,209,209,209,209,209,HMDB0033724
100001198,myristoleate (14:1n5),NAMED,,Lipid,Long Chain Monounsaturated Fatty Acid,1526,O=C(CCCCCCC/C=C\CCCC)O,32418,32418,209,209,209,209,209,209,209,HMDB0002000
100001208,1-methyl-4-imidazoleacetate,NAMED,,Amino Acid,Histidine Metabolism,91,O=C(O)CC1=CN(C)C=N1,32350,32350,400,400,400,400,400,400,400,HMDB0002820
100001211,sebacate (C10-DC),NAMED,"in Set 3, Sample #1573 seems to be an outlier",Lipid,"Fatty Acid, Dicarboxylate",1681,OC(CCCCCCCCC(O)=O)=O,32398,32398,209,209,209,209,209,209,209,HMDB0000792
100001212,guanidinosuccinate,NAMED,,Amino Acid,Guanidino and Acetamido Metabolism,564,N=C(N)NC(C(O)=O)CC(O)=O,32446,32446,305,305,305,400,400,305,,HMDB0003157
100001226,I-urobilinogen,NAMED,,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4409,CC1=C(CC(NC2=O)C(CC)=C2C)NC(CC3=C(CCC(O)=O)C(C)=C(CC(NC4=O)C(C)=C4CC)N3)=C1CCC(O)=O,32426,32426,209,209,209,209,209,209,,HMDB0004157
100001229,stearidonate (18:4n3),NAMED,,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1557,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O,33969,33969,209,209,209,209,209,209,209,HMDB0006547
100001232,5-dodecenoate (12:1n7),NAMED,,Lipid,Medium Chain Fatty Acid,1504,CCCCCC\C=C/CCCC(O)=O,33968,33968,209,209,209,209,209,209,209,HMDB0000529
100001247,octanoylcarnitine (C8),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1852,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O,33936,33936,402,402,402,402,402,402,402,HMDB0000791
100001250,tauro-beta-muricholate,NAMED,,Lipid,Primary Bile Acid Metabolism,3465,O=S(CCNC(CC[C@@H](C)[C@@]1([H])CCC2C3[C@@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C)=O)(O)=O,33983,33983,209,209,209,209,209,209,,HMDB0000932
100001251,decanoylcarnitine (C10),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1860,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O,33941,33941,402,402,402,402,402,402,402,HMDB0000651
100001253,N-acetylglutamine,NAMED,,Amino Acid,Glutamate Metabolism,48,OC([C@H](CCC(N)=O)NC(C)=O)=O,33943,33943,209,305,305,209,305,209,305,HMDB0006029
100001254,N-acetyltryptophan,NAMED,,Amino Acid,Tryptophan Metabolism,255,O=C(O)[C@@H](NC(C)=O)CC1=CNC2=C1C=CC=C2,33959,33959,209,209,209,209,209,209,209,HMDB0013713
100001256,N-acetylphenylalanine,NAMED,,Amino Acid,Phenylalanine Metabolism,141,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,33950,33950,209,209,209,209,209,209,209,HMDB0000512
100001262,gamma-glutamyl-epsilon-lysine,NAMED,some missing values may not be LOD,Peptide,Gamma-glutamyl Amino Acid,641,N[C@H](C(O)=O)CCCCNC(CC[C@@H](C(O)=O)N)=O,33934,33934,400,400,400,400,400,400,,HMDB0003869
100001263,1-palmitoyl-GPC (16:0),NAMED,,Lipid,Lysophospholipid,2600,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,33955,33955,402,402,402,402,402,402,402,HMDB0010382
100001264,1-margaroyl-GPC (17:0),NAMED,,Lipid,Lysophospholipid,2606,O=P(OCC[N+](C)(C)C)([O-])OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O,44682,44682,402,402,402,402,402,402,402,HMDB0012108
100001266,N-acetylarginine,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,499,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,33953,33953,400,400,400,400,400,400,400,HMDB0004620
100001267,piperine,NAMED,,Xenobiotics,Food Component/Plant,5002,O=C(N1CCCCC1)/C=C/C=C/C2=CC(OCO3)=C3C=C2,33935,33935,402,402,402,402,402,402,402,HMDB0029377
100001268,glycylphenylalanine,NAMED,,Peptide,Dipeptide,822,O=C(CN)N[C@@H](CC1=CC=CC=C1)C(O)=O,33954,33954,209,209,209,209,209,209,209,HMDB0028848
100001269,campesterol,NAMED,,Lipid,Sterol,3223,C[C@H](CC[C@@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,33997,33997,402,402,402,402,402,402,402,HMDB0002869
100001270,myristoylcarnitine (C14),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1862,O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,33952,33952,402,402,402,402,402,402,402,HMDB0005066
100001271,1-stearoyl-GPC (18:0),NAMED,,Lipid,Lysophospholipid,2611,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,33961,33961,402,402,402,402,402,402,402,HMDB0010384
100001272,1-oleoyl-GPC (18:1),NAMED,,Lipid,Lysophospholipid,2613,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,48258,48258,402,402,402,402,402,402,402,HMDB0002815
100001274,N-acetylthreonine,NAMED,,Amino Acid,"Glycine, Serine and Threonine Metabolism",18,CC(O)C(C(O)=O)NC(C)=O,33939,33939,209,209,209,209,209,209,209,HMDB0062557
100001276,N-acetylisoleucine,NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",387,CC(N[C@H](C(O)=O)C(C)CC)=O,33967,33967,209,209,209,209,209,209,209,HMDB0061684
100001277,10-nonadecenoate (19:1n9),NAMED,,Lipid,Long Chain Monounsaturated Fatty Acid,1540,O=C(O)CCCCCCCC/C=C\CCCCCCCC,33972,33972,209,209,209,209,209,209,209,HMDB0013622
100001278,10-heptadecenoate (17:1n7),NAMED,,Lipid,Long Chain Monounsaturated Fatty Acid,1531,O=C(O)CCCCCCCC/C=C\CCCCCC,33971,33971,209,209,209,209,209,209,209,HMDB0060038
100001279,hyocholate,NAMED,,Lipid,Secondary Bile Acid Metabolism,3523,C[C@]12CC[C@@H](O)C[C@@]1([H])[C@@H](O)[C@@H](O)C3C2CC[C@@]4(C)C3CCC4C(CCC(O)=O)C,34093,34093,209,209,209,209,209,209,209,HMDB0000760
100001281,HWESASLLR,NAMED,,Peptide,Polypeptide,1074,O=C(NC(CC(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)C(CC(C)C)NC([C@H](CO)NC([C@H](C)NC([C@H](CO)NC([C@@H](CCC(O)=O)NC([C@@H](CC1=CNC2=C1C=CC=C2)NC([C@@H](CC3=CNC=N3)N)=O)=O)=O)=O)=O)=O,44657,44657,209,209,209,209,209,209,,NA
100001287,epiandrosterone sulfate,NAMED,,Lipid,Androgenic Steroids,3341,O=C1CCC2C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,33973,33973,209,209,209,209,209,209,209,HMDB0062657
100001292,"bradykinin, des-arg(9)",NAMED,,Peptide,Polypeptide,1068,O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O,34420,34420,209,402,209,209,209,209,,HMDB04246
100001293,N-acetylhistidine,NAMED,,Amino Acid,Histidine Metabolism,73,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,33946,33946,209,400,305,209,305,305,305,HMDB0032055
100001294,gamma-glutamylglycine,NAMED,,Peptide,Gamma-glutamyl Amino Acid,636,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,33949,33949,400,400,400,400,400,400,400,HMDB0011667
100001295,gamma-glutamyltryptophan,NAMED,,Peptide,Gamma-glutamyl Amino Acid,645,O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)=O,33947,33947,209,,209,209,209,209,209,HMDB0029160
100001296,stachydrine,NAMED,,Xenobiotics,Food Component/Plant,5060,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,34384,34384,400,400,400,400,400,400,400,HMDB0004827
100001300,alpha-hydroxyisovalerate,NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",424,OC(C(O)=O)C(C)C,33937,33937,209,209,209,209,209,209,209,HMDB0000407
100001309,hydroxybupropion,NAMED,,Xenobiotics,Drug - Psychoactive,5858,CC1[C@@](OCC(C)(C)N1)(O)[C@]2=CC(Cl)=CC=C2,32882,32882,,,400,,400,400,,HMDB0012235
100001310,nicotinamide riboside,NAMED,,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4305,NC(C1=C[N+](C2C(C(C(C[O-])O2)O)O)=CC=C1)=O,33013,33013,400,400,400,400,400,400,400,HMDB0000855
100001313,gamma-glutamylmethionine,NAMED,,Peptide,Gamma-glutamyl Amino Acid,642,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,44872,44872,209,209,209,209,209,400,209,HMDB0029155
100001314,gamma-glutamylthreonine,NAMED,,Peptide,Gamma-glutamyl Amino Acid,644,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,33364,33364,400,400,400,400,400,400,400,HMDB0029159
100001315,p-cresol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4549,O=S(OC1=CC=C(C)C=C1)(O)=O,36103,36103,209,209,209,209,209,209,209,HMDB0011635
100001316,nicotinate ribonucleoside,NAMED,,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4300,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1CO)[N@+]2=CC(C([O-])=O)=CC=C2,33471,33471,400,400,400,400,400,400,400,HMDB0006809
100001317,pioglitazone,NAMED,,Xenobiotics,Drug - Metabolic,5767,O=C(N1)C(SC1=O)CC(C=C2)=CC=C2OCCC(N=C3)=CC=C3CC,33139,33139,,,400,400,400,,,HMDB0015264
100001320,erythronate*,NAMED,,Carbohydrate,Aminosugar Metabolism,1431,OC[C@@H](O)[C@@H](O)C(O)=O,42420,42420,305,305,305,305,305,305,305,HMDB0000613
100001322,Fibrinopeptide A*,NAMED,,Peptide,Fibrinogen Cleavage Peptide,1157,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(CO)NC(C(CC(O)=O)NC(C(C)N)=O)=O)=O)=O)=O)=O)=O,57709,57709,209,209,209,209,209,209,209,NA
100001323,"Fibrinopeptide A, des-ala(1)*",NAMED,,Peptide,Fibrinogen Cleavage Peptide,1165,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(CO)NC(C(CC(O)=O)N)=O)=O)=O)=O)=O)=O,31548,31548,209,209,209,209,209,209,209,NA
100001324,"Fibrinopeptide A, phosphono-ser(3)*",NAMED,,Peptide,Fibrinogen Cleavage Peptide,1166,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(COP(O)(O)=O)NC(C(CC(O)=O)NC(C(C)N)=O)=O)=O)=O)=O)=O)=O,57712,57712,209,209,209,209,209,209,,NA
100001327,HWESASXX*,NAMED,,Peptide,Polypeptide,1072,O=C(NC(CC(C)C)C(O)=O)C(CC(C)C)NC([C@H](CO)NC([C@H](C)NC([C@H](CO)NC([C@@H](CCC(O)=O)NC([C@@H](CC1=CNC2=C1C=CC=C2)NC([C@@H](CC3=CNC=N3)N)=O)=O)=O)=O)=O)=O,57711,57711,209,209,209,209,209,209,,NA
100001330,HXGXA*,NAMED,,Peptide,Polypeptide,1071,NC(CC1=CNC=N1)C(N[C@H](C(NCC(N[C@H](C(NC(C)C(O)=O)=O)CC(C)C)=O)=O)CC(C)C)=O,62508,62508,209,,209,209,209,209,209,NA
100001332,salicyluric glucuronide*,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5401,OC1=CC=CC=C1C(NCC(OC2C(O)C(O)C(O)C(C(O)=O)O2)=O)=O,33384,33384,209,209,209,209,209,209,209,HMDB0240252
100001335,eicosenoate (20:1),NAMED,,Lipid,Long Chain Monounsaturated Fatty Acid,1543,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,33587,33587,209,209,209,209,209,209,209,HMDB0002231;HMDB0062436
100001337,linolenate [alpha or gamma; (18:3n3 or 6)],NAMED,,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1569,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,34035,34035,209,209,209,209,209,209,209,HMDB0003073;HMDB0001388
100001359,aconitate [cis or trans],NAMED,,Energy,TCA Cycle,1441,,46173,46173,209,209,209,209,209,209,209,HMDB0000958;HMDB000072
100001383,1-myristoyl-GPC (14:0),NAMED,,Lipid,Lysophospholipid,2595,CCCCCCCCCCCCCC(OC[C@](O)([H])COP(OCC[N+](C)(C)C)([O-])=O)=O,45453,45453,402,402,402,402,402,402,402,HMDB0010379
100001384,1-arachidoyl-GPC (20:0),NAMED,,Lipid,Lysophospholipid,2624,CCCCCCCCCCCCCCCCCCCC(OC[C@](O)([H])COP(OCC[N+](C)(C)C)([O-])=O)=O,45456,45456,402,402,402,402,402,402,402,HMDB0010390
100001385,metoprolol acid metabolite*,NAMED,,Xenobiotics,Drug - Cardiovascular,5639,CC(C)NCC(O)COC1=CC=C(CC(O)=O)C=C1,34109,34109,400,400,400,400,400,400,400,NA
100001386,heme,NAMED,,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4404,CC1=C(CCC(O)=O)C(/C=C(C(CCC([O-])=O)=C/2C)\[N-]C2=C/C3=N/C(C(C=C)=C3C)=C\4)=N/C1=C\C(N([Fe+2])C4=C5C)=C5C=C,41754,41754,402,402,402,402,402,402,,HMDB0003178
100001391,stearoylcarnitine (C18),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1866,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,34409,34409,402,402,402,402,402,402,402,HMDB0000848
100001392,laurylcarnitine (C12),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1861,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O,34534,34534,402,402,402,402,402,402,402,HMDB000225
